block_seed,architecture,condition,family,lambda,rho,mu,graph_index,graph_id,log_loss,accuracy,brier
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,0,target:29:combined_l48_r03_m05:0:1079146773,0.3999488055706024,0.9208984375,0.06873086094856262
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,0,target:29:combined_l48_r03_m05:0:1079146773,0.299002468585968,0.8681640625,0.09385855495929718
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,1,target:29:combined_l48_r03_m05:1:554823304,0.22850309312343597,0.90478515625,0.06907926499843597
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,1,target:29:combined_l48_r03_m05:1:554823304,0.19719001650810242,0.921875,0.0587431974709034
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,1,target:29:combined_l48_r03_m05:1:554823304,0.30008941888809204,0.93896484375,0.05195315554738045
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,1,target:29:combined_l48_r03_m05:1:554823304,0.24679692089557648,0.89501953125,0.07469168305397034
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,2,target:29:combined_l48_r03_m05:2:176878324,0.21965667605400085,0.915771484375,0.06469478458166122
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,2,target:29:combined_l48_r03_m05:2:176878324,0.18513257801532745,0.9267578125,0.05423358082771301
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,2,target:29:combined_l48_r03_m05:2:176878324,0.31229329109191895,0.93896484375,0.05210641399025917
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,2,target:29:combined_l48_r03_m05:2:176878324,0.2275509536266327,0.91357421875,0.06659357994794846
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,3,target:29:combined_l48_r03_m05:3:887994108,0.4336446225643158,0.816650390625,0.13371236622333527
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,3,target:29:combined_l48_r03_m05:3:887994108,0.5103684067726135,0.810546875,0.14363840222358704
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,3,target:29:combined_l48_r03_m05:3:887994108,1.3862910270690918,0.812744140625,0.16940909624099731
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,3,target:29:combined_l48_r03_m05:3:887994108,0.5197881460189819,0.765869140625,0.165455162525177
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,4,target:29:combined_l48_r03_m05:4:71265392,0.25563403964042664,0.89013671875,0.07898546755313873
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,4,target:29:combined_l48_r03_m05:4:71265392,0.22674910724163055,0.908935546875,0.06892374157905579
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,4,target:29:combined_l48_r03_m05:4:71265392,0.3069893419742584,0.934814453125,0.05598689243197441
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,4,target:29:combined_l48_r03_m05:4:71265392,0.23418879508972168,0.9033203125,0.0708780437707901
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,5,target:29:combined_l48_r03_m05:5:747027918,0.2141171097755432,0.913818359375,0.06338050961494446
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,5,target:29:combined_l48_r03_m05:5:747027918,0.17836230993270874,0.9267578125,0.05234892666339874
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,5,target:29:combined_l48_r03_m05:5:747027918,0.28620225191116333,0.941650390625,0.050806865096092224
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,5,target:29:combined_l48_r03_m05:5:747027918,0.22677740454673767,0.907958984375,0.06718809902667999
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,6,target:29:combined_l48_r03_m05:6:51627463,0.30717068910598755,0.8671875,0.09599103033542633
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,6,target:29:combined_l48_r03_m05:6:51627463,0.2688813805580139,0.886962890625,0.08040735870599747
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,6,target:29:combined_l48_r03_m05:6:51627463,0.504014253616333,0.909912109375,0.07820380479097366
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,6,target:29:combined_l48_r03_m05:6:51627463,0.23918747901916504,0.90087890625,0.07249020785093307
29,mean,combined_l48_r03_m05,combined,48.0,0.3,0.5,7,target:29:combined_l48_r03_m05:7:2061904329,0.21042729914188385,0.91796875,0.06225556135177612
29,mean_degree,combined_l48_r03_m05,combined,48.0,0.3,0.5,7,target:29:combined_l48_r03_m05:7:2061904329,0.1973276436328888,0.92041015625,0.05832380801439285
29,sum,combined_l48_r03_m05,combined,48.0,0.3,0.5,7,target:29:combined_l48_r03_m05:7:2061904329,0.3981366455554962,0.92626953125,0.0657729059457779
29,pna,combined_l48_r03_m05,combined,48.0,0.3,0.5,7,target:29:combined_l48_r03_m05:7:2061904329,0.31053823232650757,0.85986328125,0.09868200868368149
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,0,target:29:combined_l48_r08_m02:0:1013798982,0.0015279448125511408,1.0,4.046863250550814e-05
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,0,target:29:combined_l48_r08_m02:0:1013798982,0.00021923190797679126,1.0,2.1736507278546924e-06
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,0,target:29:combined_l48_r08_m02:0:1013798982,7.034317150100833e-06,1.0,1.7931671436599572e-07
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,0,target:29:combined_l48_r08_m02:0:1013798982,0.0031404169276356697,1.0,9.921905439114198e-05
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,1,target:29:combined_l48_r08_m02:1:97078803,0.0035807581152766943,0.999755859375,0.0002604857727419585
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,1,target:29:combined_l48_r08_m02:1:97078803,0.0008027474395930767,0.999755859375,9.590157424099743e-05
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,1,target:29:combined_l48_r08_m02:1:97078803,0.0003684572584461421,0.999755859375,0.0001474047458032146
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,1,target:29:combined_l48_r08_m02:1:97078803,0.006038573570549488,0.99951171875,0.00040955605800263584
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,2,target:29:combined_l48_r08_m02:2:2014091526,0.002228328725323081,1.0,9.827260510064662e-05
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,2,target:29:combined_l48_r08_m02:2:2014091526,0.0003635853645391762,1.0,5.863147634954657e-06
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,2,target:29:combined_l48_r08_m02:2:2014091526,1.009166498988634e-05,1.0,2.0867700811777468e-07
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,2,target:29:combined_l48_r08_m02:2:2014091526,0.005792262032628059,0.999755859375,0.00030432528001256287
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,3,target:29:combined_l48_r08_m02:3:1409559012,0.004074322059750557,0.99951171875,0.000498828710988164
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,3,target:29:combined_l48_r08_m02:3:1409559012,0.0014114973600953817,0.999267578125,0.0002454633067827672
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,3,target:29:combined_l48_r08_m02:3:1409559012,0.0005096534732729197,0.999755859375,0.00019401773170102388
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,3,target:29:combined_l48_r08_m02:3:1409559012,0.004393673036247492,0.999755859375,0.0003262048994656652
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,4,target:29:combined_l48_r08_m02:4:93707418,0.005437440238893032,0.999755859375,0.0004932787269353867
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,4,target:29:combined_l48_r08_m02:4:93707418,0.001120945904403925,1.0,8.176991832442582e-05
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,4,target:29:combined_l48_r08_m02:4:93707418,8.983668521977961e-05,1.0,1.3362879144551698e-05
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,4,target:29:combined_l48_r08_m02:4:93707418,0.009037766605615616,0.99951171875,0.0008205523481592536
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,5,target:29:combined_l48_r08_m02:5:1539269331,0.001390021643601358,1.0,2.8603517421288416e-05
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,5,target:29:combined_l48_r08_m02:5:1539269331,0.0002551495563238859,1.0,3.4901875096693402e-06
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,5,target:29:combined_l48_r08_m02:5:1539269331,6.405512522178469e-06,1.0,1.2559428341774037e-07
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,5,target:29:combined_l48_r08_m02:5:1539269331,0.005472343415021896,1.0,0.0003585712693165988
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,6,target:29:combined_l48_r08_m02:6:1774422925,0.004817422013729811,0.999755859375,0.00037904229247942567
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,6,target:29:combined_l48_r08_m02:6:1774422925,0.0011665320489555597,0.999755859375,0.00012182423961348832
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,6,target:29:combined_l48_r08_m02:6:1774422925,0.00017562742868904024,1.0,4.666600580094382e-05
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,6,target:29:combined_l48_r08_m02:6:1774422925,0.006909186020493507,0.999755859375,0.00035408485564403236
29,mean,combined_l48_r08_m02,combined,48.0,0.8,0.2,7,target:29:combined_l48_r08_m02:7:1471198235,0.003448997624218464,1.0,0.00015646920655854046
29,mean_degree,combined_l48_r08_m02,combined,48.0,0.8,0.2,7,target:29:combined_l48_r08_m02:7:1471198235,0.0005761475767940283,1.0,1.999750929826405e-05
29,sum,combined_l48_r08_m02,combined,48.0,0.8,0.2,7,target:29:combined_l48_r08_m02:7:1471198235,2.1944611944491044e-05,1.0,1.4005782986714621e-06
29,pna,combined_l48_r08_m02,combined,48.0,0.8,0.2,7,target:29:combined_l48_r08_m02:7:1471198235,0.005993473343551159,1.0,0.00027820371906273067
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,0,target:29:combined_l48_r08_m05:0:1503817089,7.410024238652113e-08,1.0,7.474230110694757e-13
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,0,target:29:combined_l48_r08_m05:0:1503817089,3.6140634929182625e-10,1.0,1.4023948636819107e-16
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,0,target:29:combined_l48_r08_m05:0:1503817089,5.47326799762556e-19,1.0,3.76654833924377e-30
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,0,target:29:combined_l48_r08_m05:0:1503817089,1.724673347780481e-05,1.0,1.7777477268055009e-09
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,1,target:29:combined_l48_r08_m05:1:1937928487,3.8756039089093974e-07,1.0,1.1412389089304753e-10
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,1,target:29:combined_l48_r08_m05:1:1937928487,1.1745460604117852e-08,1.0,2.752124157907876e-13
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,1,target:29:combined_l48_r08_m05:1:1937928487,4.275274795642603e-14,1.0,2.8508334333235173e-37
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,1,target:29:combined_l48_r08_m05:1:1937928487,2.2092626750236377e-05,1.0,2.1918786785590783e-08
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,2,target:29:combined_l48_r08_m05:2:349721566,2.339274232099342e-07,1.0,9.865773129003053e-12
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,2,target:29:combined_l48_r08_m05:2:349721566,3.5278855392562036e-09,1.0,1.3191703826032682e-14
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,2,target:29:combined_l48_r08_m05:2:349721566,4.360400294602336e-18,1.0,4.2038918287425165e-24
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,2,target:29:combined_l48_r08_m05:2:349721566,1.9574730686144903e-05,1.0,1.4079085453033713e-08
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,3,target:29:combined_l48_r08_m05:3:692422390,1.7835989751802117e-07,1.0,1.374928990105495e-11
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,3,target:29:combined_l48_r08_m05:3:692422390,2.3314479236091756e-09,1.0,5.3656915641588174e-15
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,3,target:29:combined_l48_r08_m05:3:692422390,5.0980706177362046e-17,1.0,1.75125688067186e-26
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,3,target:29:combined_l48_r08_m05:3:692422390,1.6700971173122525e-05,1.0,4.1080761015166445e-09
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,4,target:29:combined_l48_r08_m05:4:1790592015,2.881584578062757e-06,1.0,1.7200306956510758e-08
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,4,target:29:combined_l48_r08_m05:4:1790592015,2.3886846634013637e-07,1.0,1.1676305755603522e-10
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,4,target:29:combined_l48_r08_m05:4:1790592015,1.4715469953685556e-09,1.0,7.280228699892925e-15
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,4,target:29:combined_l48_r08_m05:4:1790592015,1.8269874999532476e-05,1.0,6.510886407795624e-08
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,5,target:29:combined_l48_r08_m05:5:2067569662,2.6821206233762496e-07,1.0,9.17322398596987e-11
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,5,target:29:combined_l48_r08_m05:5:2067569662,5.561344273985469e-09,1.0,6.957471708132767e-14
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,5,target:29:combined_l48_r08_m05:5:2067569662,1.852059641437495e-16,1.0,5.516644132724498e-27
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,5,target:29:combined_l48_r08_m05:5:2067569662,1.7882684915093705e-05,1.0,1.1161045421204108e-08
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,6,target:29:combined_l48_r08_m05:6:171413027,2.742296771884867e-07,1.0,1.3515601138269773e-10
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,6,target:29:combined_l48_r08_m05:6:171413027,1.53191273000175e-08,1.0,8.723101451238446e-13
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,6,target:29:combined_l48_r08_m05:6:171413027,1.2427860962378432e-17,1.0,9.960637153283653e-28
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,6,target:29:combined_l48_r08_m05:6:171413027,1.3992284038977232e-05,1.0,6.054198475879957e-09
29,mean,combined_l48_r08_m05,combined,48.0,0.8,0.5,7,target:29:combined_l48_r08_m05:7:178471729,1.1219303530651814e-07,1.0,1.3901017923562131e-12
29,mean_degree,combined_l48_r08_m05,combined,48.0,0.8,0.5,7,target:29:combined_l48_r08_m05:7:178471729,1.2362109114150144e-09,1.0,1.7291789041831989e-15
29,sum,combined_l48_r08_m05,combined,48.0,0.8,0.5,7,target:29:combined_l48_r08_m05:7:178471729,2.877194633090711e-16,1.0,4.4013605029025154e-29
29,pna,combined_l48_r08_m05,combined,48.0,0.8,0.5,7,target:29:combined_l48_r08_m05:7:178471729,2.0301125914556906e-05,1.0,3.2216718182098703e-09
43,mean,source,source,24.0,0.6,0.35,0,target:43:source:0:547031837,0.06876295804977417,0.970458984375,0.020076215267181396
43,mean_degree,source,source,24.0,0.6,0.35,0,target:43:source:0:547031837,0.06856057047843933,0.971923828125,0.020238498225808144
43,sum,source,source,24.0,0.6,0.35,0,target:43:source:0:547031837,0.07636450976133347,0.970458984375,0.02192911133170128
43,pna,source,source,24.0,0.6,0.35,0,target:43:source:0:547031837,0.06277932971715927,0.97705078125,0.017373431473970413
43,mean,source,source,24.0,0.6,0.35,1,target:43:source:1:1104676180,0.042715080082416534,0.983642578125,0.012313537299633026
43,mean_degree,source,source,24.0,0.6,0.35,1,target:43:source:1:1104676180,0.04144926369190216,0.9833984375,0.012137342244386673
43,sum,source,source,24.0,0.6,0.35,1,target:43:source:1:1104676180,0.046928126364946365,0.980224609375,0.013902032747864723
43,pna,source,source,24.0,0.6,0.35,1,target:43:source:1:1104676180,0.07043726742267609,0.9755859375,0.019842416048049927
43,mean,source,source,24.0,0.6,0.35,2,target:43:source:2:480959967,0.05172957107424736,0.982177734375,0.01404946856200695
43,mean_degree,source,source,24.0,0.6,0.35,2,target:43:source:2:480959967,0.04810357466340065,0.98291015625,0.013408769853413105
43,sum,source,source,24.0,0.6,0.35,2,target:43:source:2:480959967,0.05337335914373398,0.978759765625,0.015531038865447044
43,pna,source,source,24.0,0.6,0.35,2,target:43:source:2:480959967,0.05667176470160484,0.98193359375,0.01524775754660368
43,mean,source,source,24.0,0.6,0.35,3,target:43:source:3:1205722589,0.05431806668639183,0.97998046875,0.014438078738749027
43,mean_degree,source,source,24.0,0.6,0.35,3,target:43:source:3:1205722589,0.053214557468891144,0.9794921875,0.01457440946251154
43,sum,source,source,24.0,0.6,0.35,3,target:43:source:3:1205722589,0.06466196477413177,0.97509765625,0.01842055842280388
43,pna,source,source,24.0,0.6,0.35,3,target:43:source:3:1205722589,0.09526377171278,0.9677734375,0.02581433206796646
43,mean,source,source,24.0,0.6,0.35,4,target:43:source:4:1728559018,0.03170391172170639,0.989990234375,0.008609384298324585
43,mean_degree,source,source,24.0,0.6,0.35,4,target:43:source:4:1728559018,0.03009769320487976,0.98828125,0.008369266986846924
43,sum,source,source,24.0,0.6,0.35,4,target:43:source:4:1728559018,0.035276465117931366,0.987060546875,0.009885000064969063
43,pna,source,source,24.0,0.6,0.35,4,target:43:source:4:1728559018,0.04021870344877243,0.986572265625,0.010747203603386879
43,mean,source,source,24.0,0.6,0.35,5,target:43:source:5:1356496672,0.039526455104351044,0.985107421875,0.010917038656771183
43,mean_degree,source,source,24.0,0.6,0.35,5,target:43:source:5:1356496672,0.03861531615257263,0.985107421875,0.010885238647460938
43,sum,source,source,24.0,0.6,0.35,5,target:43:source:5:1356496672,0.04464521259069443,0.984375,0.01234445720911026
43,pna,source,source,24.0,0.6,0.35,5,target:43:source:5:1356496672,0.04707885533571243,0.983642578125,0.01261460967361927
43,mean,source,source,24.0,0.6,0.35,6,target:43:source:6:4873638,0.03365957736968994,0.9892578125,0.009233059361577034
43,mean_degree,source,source,24.0,0.6,0.35,6,target:43:source:6:4873638,0.03189857676625252,0.98876953125,0.008962539955973625
43,sum,source,source,24.0,0.6,0.35,6,target:43:source:6:4873638,0.03240429610013962,0.98681640625,0.009517308324575424
43,pna,source,source,24.0,0.6,0.35,6,target:43:source:6:4873638,0.04518182575702667,0.982177734375,0.012573959305882454
43,mean,source,source,24.0,0.6,0.35,7,target:43:source:7:1857577376,0.04253973811864853,0.98583984375,0.011342393234372139
43,mean_degree,source,source,24.0,0.6,0.35,7,target:43:source:7:1857577376,0.03937545791268349,0.98681640625,0.010702921077609062
43,sum,source,source,24.0,0.6,0.35,7,target:43:source:7:1857577376,0.04499842971563339,0.983154296875,0.012380206026136875
43,pna,source,source,24.0,0.6,0.35,7,target:43:source:7:1857577376,0.05866534262895584,0.982421875,0.015274984762072563
43,mean,lambda_low,degree,12.0,0.6,0.35,0,target:43:lambda_low:0:296198237,0.44031497836112976,0.87890625,0.09611933678388596
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,0,target:43:lambda_low:0:296198237,0.2675400972366333,0.891357421875,0.07961587607860565
43,sum,lambda_low,degree,12.0,0.6,0.35,0,target:43:lambda_low:0:296198237,0.305267333984375,0.8671875,0.09553311765193939
43,pna,lambda_low,degree,12.0,0.6,0.35,0,target:43:lambda_low:0:296198237,0.42736756801605225,0.875,0.10063452273607254
43,mean,lambda_low,degree,12.0,0.6,0.35,1,target:43:lambda_low:1:1088416570,0.34876954555511475,0.906494140625,0.07695139944553375
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,1,target:43:lambda_low:1:1088416570,0.21015381813049316,0.915283203125,0.06256020814180374
43,sum,lambda_low,degree,12.0,0.6,0.35,1,target:43:lambda_low:1:1088416570,0.2737288773059845,0.880615234375,0.08456943929195404
43,pna,lambda_low,degree,12.0,0.6,0.35,1,target:43:lambda_low:1:1088416570,0.2864806056022644,0.90185546875,0.07563507556915283
43,mean,lambda_low,degree,12.0,0.6,0.35,2,target:43:lambda_low:2:1244684969,0.3876813054084778,0.896240234375,0.08397017419338226
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,2,target:43:lambda_low:2:1244684969,0.2422276735305786,0.899658203125,0.07231420278549194
43,sum,lambda_low,degree,12.0,0.6,0.35,2,target:43:lambda_low:2:1244684969,0.28307023644447327,0.878662109375,0.08729451149702072
43,pna,lambda_low,degree,12.0,0.6,0.35,2,target:43:lambda_low:2:1244684969,0.3959636092185974,0.880859375,0.09503225982189178
43,mean,lambda_low,degree,12.0,0.6,0.35,3,target:43:lambda_low:3:1665557242,0.3770780861377716,0.898681640625,0.08253452181816101
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,3,target:43:lambda_low:3:1665557242,0.25387871265411377,0.899169921875,0.07545921951532364
43,sum,lambda_low,degree,12.0,0.6,0.35,3,target:43:lambda_low:3:1665557242,0.276422381401062,0.881103515625,0.08499182015657425
43,pna,lambda_low,degree,12.0,0.6,0.35,3,target:43:lambda_low:3:1665557242,0.4277315139770508,0.876708984375,0.09979201853275299
43,mean,lambda_low,degree,12.0,0.6,0.35,4,target:43:lambda_low:4:671435728,0.39238956570625305,0.89990234375,0.08221708238124847
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,4,target:43:lambda_low:4:671435728,0.22419370710849762,0.909423828125,0.06717079132795334
43,sum,lambda_low,degree,12.0,0.6,0.35,4,target:43:lambda_low:4:671435728,0.2658432722091675,0.885986328125,0.08146321773529053
43,pna,lambda_low,degree,12.0,0.6,0.35,4,target:43:lambda_low:4:671435728,0.3367181420326233,0.897705078125,0.08190161734819412
43,mean,lambda_low,degree,12.0,0.6,0.35,5,target:43:lambda_low:5:640556396,0.40788888931274414,0.891357421875,0.08785183727741241
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,5,target:43:lambda_low:5:640556396,0.27244192361831665,0.88916015625,0.0811106413602829
43,sum,lambda_low,degree,12.0,0.6,0.35,5,target:43:lambda_low:5:640556396,0.2790526747703552,0.8837890625,0.08499164879322052
43,pna,lambda_low,degree,12.0,0.6,0.35,5,target:43:lambda_low:5:640556396,0.4853481650352478,0.86376953125,0.11107669770717621
43,mean,lambda_low,degree,12.0,0.6,0.35,6,target:43:lambda_low:6:1278692106,0.3536234498023987,0.9013671875,0.07920816540718079
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,6,target:43:lambda_low:6:1278692106,0.23900315165519714,0.8994140625,0.07189079374074936
43,sum,lambda_low,degree,12.0,0.6,0.35,6,target:43:lambda_low:6:1278692106,0.27613115310668945,0.88330078125,0.08461213856935501
43,pna,lambda_low,degree,12.0,0.6,0.35,6,target:43:lambda_low:6:1278692106,0.39212387800216675,0.880615234375,0.09561503678560257
43,mean,lambda_low,degree,12.0,0.6,0.35,7,target:43:lambda_low:7:850115520,0.373443067073822,0.89404296875,0.0845998078584671
43,mean_degree,lambda_low,degree,12.0,0.6,0.35,7,target:43:lambda_low:7:850115520,0.2614284157752991,0.8955078125,0.07903876900672913
43,sum,lambda_low,degree,12.0,0.6,0.35,7,target:43:lambda_low:7:850115520,0.2859063148498535,0.880126953125,0.08784753829240799
43,pna,lambda_low,degree,12.0,0.6,0.35,7,target:43:lambda_low:7:850115520,0.4609816074371338,0.866455078125,0.10977479815483093
43,mean,lambda_high,degree,48.0,0.6,0.35,0,target:43:lambda_high:0:1474821814,0.012531202286481857,0.997314453125,0.002414691261947155
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,0,target:43:lambda_high:0:1474821814,0.10553646832704544,0.958251953125,0.030416056513786316
43,sum,lambda_high,degree,48.0,0.6,0.35,0,target:43:lambda_high:0:1474821814,0.004987391643226147,0.99853515625,0.0012488242937251925
43,pna,lambda_high,degree,48.0,0.6,0.35,0,target:43:lambda_high:0:1474821814,0.01687358133494854,0.997314453125,0.0032104640267789364
43,mean,lambda_high,degree,48.0,0.6,0.35,1,target:43:lambda_high:1:1547364082,0.008965810760855675,0.998779296875,0.001169893192127347
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,1,target:43:lambda_high:1:1547364082,0.01964101567864418,0.99267578125,0.005329650826752186
43,sum,lambda_high,degree,48.0,0.6,0.35,1,target:43:lambda_high:1:1547364082,0.003999283537268639,0.999267578125,0.0007167060393840075
43,pna,lambda_high,degree,48.0,0.6,0.35,1,target:43:lambda_high:1:1547364082,0.015364062041044235,0.998779296875,0.002436788287013769
43,mean,lambda_high,degree,48.0,0.6,0.35,2,target:43:lambda_high:2:694260894,0.006627107039093971,0.999267578125,0.000721776275895536
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,2,target:43:lambda_high:2:694260894,0.016040530055761337,0.99462890625,0.004184179939329624
43,sum,lambda_high,degree,48.0,0.6,0.35,2,target:43:lambda_high:2:694260894,0.0009379202383570373,0.999755859375,0.00024772557662799954
43,pna,lambda_high,degree,48.0,0.6,0.35,2,target:43:lambda_high:2:694260894,0.016400489956140518,0.997314453125,0.0027880314737558365
43,mean,lambda_high,degree,48.0,0.6,0.35,3,target:43:lambda_high:3:1203092419,0.008882544003427029,0.998291015625,0.0014489947352558374
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,3,target:43:lambda_high:3:1203092419,0.07580535113811493,0.97119140625,0.021834254264831543
43,sum,lambda_high,degree,48.0,0.6,0.35,3,target:43:lambda_high:3:1203092419,0.0007398612215183675,0.99951171875,0.0002480547409504652
43,pna,lambda_high,degree,48.0,0.6,0.35,3,target:43:lambda_high:3:1203092419,0.011052440851926804,0.998779296875,0.0017045625718310475
43,mean,lambda_high,degree,48.0,0.6,0.35,4,target:43:lambda_high:4:68795271,0.013509761542081833,0.998046875,0.002482794225215912
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,4,target:43:lambda_high:4:68795271,0.008151108399033546,0.99755859375,0.0020990585908293724
43,sum,lambda_high,degree,48.0,0.6,0.35,4,target:43:lambda_high:4:68795271,0.006249254569411278,0.997314453125,0.001873021014034748
43,pna,lambda_high,degree,48.0,0.6,0.35,4,target:43:lambda_high:4:68795271,0.021850109100341797,0.996826171875,0.0043661161325871944
43,mean,lambda_high,degree,48.0,0.6,0.35,5,target:43:lambda_high:5:1407018815,0.007964316755533218,0.999267578125,0.0012090596137568355
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,5,target:43:lambda_high:5:1407018815,0.005272360518574715,0.998779296875,0.0011314090806990862
43,sum,lambda_high,degree,48.0,0.6,0.35,5,target:43:lambda_high:5:1407018815,0.001183125888928771,0.99951171875,0.00035711319651454687
43,pna,lambda_high,degree,48.0,0.6,0.35,5,target:43:lambda_high:5:1407018815,0.012734685093164444,0.998046875,0.002165873534977436
43,mean,lambda_high,degree,48.0,0.6,0.35,6,target:43:lambda_high:6:1883039706,0.004726664163172245,0.999267578125,0.0006703154649585485
43,mean_degree,lambda_high,degree,48.0,0.6,0.35,6,target:43:lambda_high:6:1883039706,0.024040456861257553,0.991455078125,0.006613291800022125
43,sum,lambda_high,degree,48.0,0.6,0.35,6,target:43:lambda_high:6:1883039706,0.0001230903872055933,1.0,2.28379612963181e-05
